work_year,experience_level,employment_type,job_title, salary_in_usd ,employee_residence,remote_ratio,company_location,company_size
2023,Senior-level,Full-Time,Data Analyst,"$142,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$75,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$198,800 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$105,200 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$125,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$112,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$210,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$155,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$115,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Manager,"$86,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$165,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$139,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$40,663 ",Canada,On-site,Canada,Large
2022,Senior-level,Full-Time,AI Developer,"$275,000 ",Canada,On-site,Canada,Small
2023,Senior-level,Freelance,Machine Learning Researcher,"$50,000 ",Ukraine,Partially Remote,Ukraine,Small
2023,Mid-level,Full-Time,Machine Learning Engineer,"$280,700 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Machine Learning Engineer,"$150,450 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Scientist,"$51,753 ",Canada,Remote,Canada,Large
2023,Senior-level,Full-Time,Data Architect,"$250,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Architect,"$159,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$115,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$140,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$120,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Scientist,"$130,001 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Scientist,"$71,907 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$93,918 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$51,962 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$175,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,Data Analyst,"$135,000 ",Canada,Remote,Canada,Medium
2023,Entry-level,Full-Time,Data Engineer,"$85,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$65,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$257,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$147,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$222,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$175,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$203,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$133,200 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Applied Scientist,"$213,660 ",United States,On-site,United States,Large
2023,Entry-level,Full-Time,Applied Scientist,"$130,760 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Data Engineer,"$221,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$147,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Quality Analyst,"$100,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Quality Analyst,"$80,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$185,900 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$129,300 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$238,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$156,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$304,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$199,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Big Data Engineer,"$48,289 ",Spain,Remote,Spain,Medium
2023,Senior-level,Full-Time,Data Engineer,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$140,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$110,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$90,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$75,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Research Scientist,"$195,895 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Research Scientist,"$102,772 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$240,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$183,600 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Specialist,"$130,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Specialist,"$80,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$250,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$150,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analytics Manager,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analytics Manager,"$120,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$289,076 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$202,353 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$145,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$155,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$106,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$200,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$157,750 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$104,650 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$180,000 ",United States,Remote,United States,Medium
2023,Mid-level,Full-Time,Data Scientist,"$140,000 ",United States,Remote,United States,Medium
2023,Expert,Full-Time,Data Scientist,"$200,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Scientist,"$145,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Lead Data Analyst,"$68,000 ",United States,On-site,United States,Large
2023,Entry-level,Full-Time,BI Data Engineer,"$60,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$48,289 ",Spain,On-site,Spain,Medium
2023,Senior-level,Full-Time,Data Scientist,"$38,631 ",Spain,On-site,Spain,Medium
2023,Entry-level,Full-Time,Data Engineer,"$85,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$65,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Engineer,"$90,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$105,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$90,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$179,820 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Analytics Engineer,"$143,860 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$135,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$105,500 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$155,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$241,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$181,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$154,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Architect,"$180,000 ",United States,On-site,United States,Medium
2023,Expert,Full-Time,Data Architect,"$155,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$191,765 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$134,236 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$175,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$145,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$237,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$145,000 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$155,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Research Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$80,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$70,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$146,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$75,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$64,200 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Analyst,"$56,100 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$170,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$130,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$208,450 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$170,550 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$125,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$100,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Manager,"$135,000 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Manager,"$120,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$200,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$170,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$171,250 ",Ireland,On-site,Ireland,Medium
2023,Senior-level,Full-Time,Data Scientist,"$113,750 ",Ireland,On-site,Ireland,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$222,200 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Applied Scientist,"$136,000 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Applied Scientist,"$260,000 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Applied Scientist,"$136,000 ",United States,On-site,United States,Large
2023,Senior-level,Full-Time,Data Analyst,"$153,600 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Analyst,"$100,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$205,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Applied Scientist,"$184,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$115,000 ",Canada,Remote,Canada,Medium
2023,Senior-level,Full-Time,Machine Learning Engineer,"$95,000 ",Canada,Remote,Canada,Medium
2023,Mid-level,Full-Time,Data Analyst,"$182,500 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$121,500 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$203,100 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$114,500 ",United States,On-site,United States,Medium
2023,Mid-level,Full-Time,Data Analyst,"$72,914 ",United Kingdom,On-site,United Kingdom,Medium
2023,Mid-level,Full-Time,Data Analyst,"$54,685 ",United Kingdom,On-site,United Kingdom,Medium
2023,Senior-level,Full-Time,Data Engineer,"$252,000 ",United States,On-site,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$129,000 ",United States,On-site,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$92,700 ",United States,Remote,United States,Medium
2023,Entry-level,Full-Time,Data Engineer,"$61,800 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$160,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Engineer,"$130,000 ",United States,Remote,United States,Medium
2023,Senior-level,Full-Time,Data Scientist,"$258,000 ",Canada,On-site,Canada,Medium
2023,Senior-level,Full-Time,Data Scientist,"$190,000 ",Canada,On-site,Canada,Medium
